ingredientNo	recipeNumber	subHeadingNo	ingredient	mainIngredients
8262	808	1	12 cloves	CLOVE
8263	808	1	2 cinnamon sticks	CINNAMON
8264	808	1	1 bottle (750ml) good-quality red wine	RED WINE
8265	808	1	1 teaspoon ground mixed spice	MIXED SPICE
8266	808	1	1/2 cup light brown sugar	BROWN SUGAR
8267	808	1	1/4 cup (60ml) port or brandy	BRANDY
8268	808	2	3/4 cup (165g) white sugar, plus extra for sprinkling	WHITE SUGAR
8269	808	2	2 1/2 cups (375g) plain flour	FLOUR
8270	808	2	3/4 cup rice flour	RICE FLOUR
8271	808	2	375g butter, cubed	BUTTER
8272	808	2	60 cloves	CLOVE
8273	809	1	750ml bottle dry red wine	RED WINE
8274	809	1	1 cup caster sugar	SUGAR
8275	809	1	2 star anise	STAR ANISE
8276	809	1	2 cinnamon sticks	CINNAMON
8277	809	1	2 x 10cm long strips orange rind	ORANGE
8278	810	1	2 x 750ml btls red wine	RED WINE
8279	810	1	1 orange, thickly sliced	ORANGE
8280	810	1	6 dried figs	DRIED FIG
8281	810	1	2 cinnamon sticks	CINNAMON
8282	810	1	6 whole cloves	CLOVE
8283	811	1	300ml red wine	RED WINE
8284	811	1	Pared rind of 1 lemon	LEMON
8285	811	1	Pared rind of 1 orange	ORANGE
8286	811	1	4 star anise	STAR ANISE
8287	811	1	1 cinnamon quill	CINNAMON
8288	811	1	6 cloves	CLOVE
8289	811	1	1 cup (220g) caster sugar	SUGAR
8290	811	1	6 gelatine leaves (see note)	GELATINE
8291	811	1	600ml thin cream	CREAM
8292	811	1	300ml thickened cream	THICKENED CREAM
8293	811	1	1 vanilla bean, split, seeds scraped	VANILLA BEAN
8294	812	1	1 tablespoon vegetable oil	VEGETABLE OIL
8295	812	1	1 medium brown onion, finely chopped	ONION
8296	812	1	1 teaspoon curry powder	CURRY POWDER
8297	812	1	360g chicken thigh fillets, trimmed, halved	CHICKEN
8298	812	1	1 litre Campbell's Real Stock Chicken	CHICKEN
8299	812	1	1 small granny smith apple, peeled, grated	APPLE
8300	812	1	2/3 cup red lentils, rinsed	LENTIL
8301	812	1	270ml can coconut milk	COCONUT MILK
8302	812	1	1 tablespoon lemon juice	LEMON JUICE
8303	812	1	Fresh coriander leaves and pappadums, to serve	CORIANDER
8304	813	1	2 tablespoons vegetable oil	VEGETABLE OIL
8305	813	1	2 large brown onions, chopped	ONIONS
8306	813	1	1/4 cup mild Indian curry paste	CURRY PASTE
8307	813	1	500g chicken thigh fillets, trimmed, chopped	CHICKEN
8308	813	1	3 medium zucchini, finely chopped	ZUCCHINI
8309	813	1	2 tablespoons tomato paste	TOMATO PASTE
8310	813	1	1 tablespoon chicken stock powder	CHICKEN
8311	813	1	1/3 cup SunRice Basmati Rice	RICE
8312	814	1	2 multigrain wraps	MULTIGRAIN WRAPS
8313	814	1	Olive oil cooking spray	OLIVE OIL
8314	814	1	1 1/2 teaspoons dried Italian herbs	DRIED ITALIAN HERB
8315	815	1	1/2 cup sweet sherry, brandy, rum or whisky	RUM, BRANDY, SHERR
8316	815	1	1 orange, juiced and zested, without pith	ORANGE
8317	815	1	250g seedless raisins	RAISIN
8318	815	1	250g sultanas	SULTANA
8319	815	1	150g currants	CURRANTS
8320	815	1	250g dried fruit (dried apricots, prunes, dates or a mix of the three), cut into f	DRIED FRUIT
8321	815	1	225g butter, at room temperature	BUTTER
8322	815	1	225g dark brown sugar	BROWN SUGAR
8323	815	1	2 tablespoons black treacle	TREACLE
8324	815	1	4 eggs, room temperature	EGG
8325	815	1	275g plain flour	FLOUR
8326	815	1	1/4 teaspoon bicarbonate of soda	SODA
8327	815	1	1 teaspoon salt	SALT
8328	815	1	1 teaspoon cinnamon	CINNAMON
8329	815	1	1 teaspoon mixed spice powder	MIXED SPICE
8330	815	1	150g glace cherries	CHERRIE
8331	815	1	110g whole blanched almonds	ALMOND
8332	816	1	1 apple, grated, excess water squeezed out	WATER, APPLE
8333	816	1	100g unsalted butter, melted	UNSALTED BUTTER
8334	816	1	100g brown sugar	BROWN SUGAR
8335	816	1	100g drained morello cherries in juice (see notes), finely chopped	JUICE
8336	816	1	100g slivered almonds	SLIVERED ALMOND
8337	816	1	100g candied peel, finely chopped	CANDIED PEEL,
8338	816	1	100g each currants, seedless raisins and sultanas	SULTANA, RAISIN
8339	816	1	2 teaspoons finely grated lemon zest, plus 2 tablespoons lemon juice	LEMON JUICE
8340	816	1	1 teaspoon mixed spice	MIXED SPICE
8341	816	1	1/2 teaspoon ground cinnamon	CINNAMON
8342	816	1	1/2 teaspoon grated nutmeg	GRATED NUTMEG
8343	816	1	100ml brandy	BRANDY
8344	816	1	Icing sugar, to serve	SUGAR
8345	816	2	2 2/3 cups (400g) plain flour, sifted	FLOUR
8346	816	2	200g chilled unsalted butter, chopped	UNSALTED BUTTER
8347	816	2	1 egg yolk, beaten with 2 teaspoons milk	EGG
8348	817	1	1 tablespoon canola oil	CANOLA OIL
8349	817	1	170g ham hock, diced into 1cm pieces	HAM
8350	817	1	400g butternut pumpkin, peeled, seeded, diced into 1.5cm pieces	PUMPKIN
8351	817	1	200g shimeji mushrooms, stems trimmed	MUSHROOM
8352	817	1	3 tablespoons red wine vinegar, divided	WINE VINEGAR, RED 
8353	817	1	1 tablespoon fresh chives, chopped	CHIVE
8354	817	1	1 tablespoon fresh flat-leaf parsley, chopped	PARSLEY
8355	817	1	4 large eggs	EGG
8356	817	1	120g goat's cheese	CHEESE
8357	817	1	3/4 cup thickened cream	THICKENED CREAM
8358	818	1	440g packet shelf-fresh thin hokkien noodles	NOODLE
8359	818	1	2 tablespoons peanut oil	PEANUT OIL
8360	818	1	500g lean beef mince	BEEF
8361	818	1	3 teaspoons curry powder	CURRY POWDER
8362	818	1	1/3 cup chicken stock	CHICKEN
8363	818	1	2 tablespoons soy sauce	SOY SAUCE
8364	818	1	2 tablespoons rice wine vinegar	WINE VINEGAR, RICE
8365	818	1	2 tablespoons brown sugar	BROWN SUGAR
8366	818	1	1 brown onion, cut into thin wedges	ONION
8367	818	1	2 carrots, sliced diagonally	CARROT
8368	818	1	2 celery stalks, sliced diagonally	CELERY
8369	818	1	1 head broccoli, cut into florets	BROCCOLI
8370	818	1	2 garlic cloves, crushed	GARLIC
8371	818	1	125g can corn kernels, drained	CORN
8372	818	1	Sliced green onions, to serve	GREEN ONION
8373	819	1	1 large egg	EGG
8374	819	1	1 tablespoon fresh cream (35% fat)	CREAM
8375	819	1	Icing sugar, to dust	SUGAR
8376	819	2	1 cup raisins, chopped	RAISIN
8377	819	2	2/3 cup golden brown sugar, packed	BROWN SUGAR
8378	819	2	1/2 cup sultanas	SULTANA
8379	819	2	1/3 cup mixed peel (mixed candied citrus peel)	MIXED PEEL (MIXED 
8380	819	2	1/4 cup currants	CURRANTS
8381	819	2	1/4 cup almonds, chopped	ALMOND
8382	819	2	1 Granny Smith apple, peeled, cored, finely grated	APPLE
8383	819	2	50g unsalted butter, melted	UNSALTED BUTTER
8384	819	2	2 tablespoons brandy	BRANDY
8385	819	2	1 teaspoon fine lemon zest	LEMON
8386	819	2	2 teaspoons fresh lemon juice	LEMON JUICE
8387	819	2	1 teaspoon finely grated orange zest	ORANGE
8388	819	2	1 teaspoon ground cinnamon	CINNAMON
8389	819	2	1/4 teaspoon freshly grated nutmeg	FRESHLY GRATED NUT
8390	819	2	Pinch of ground cloves	CLOVE
8391	819	2	Pinch of salt	SALT
8392	819	3	3 cups plain flour	FLOUR
8393	819	3	1 cup icing sugar	SUGAR
8394	819	3	1 1/2 teaspoons salt	SALT
8395	819	3	225g chilled unsalted butter, cubed	UNSALTED BUTTER
8396	819	3	1/4 cup water, iced, plus extra	WATER
8397	820	1	120g unsalted butter	UNSALTED BUTTER
8398	820	1	1 cup honey	HONEY
8399	820	1	300g (2 cups) self-raising flour, sifted	FLOUR
8400	820	1	1 cup cornflakes	CORNFLAKES
8401	820	1	1 cup desiccated coconut	COCONUT
8402	820	1	1 cup rolled oats	ROLLED OATS
8403	820	1	1 cup sultanas	SULTANA
8404	821	1	1/2 cup (95g) muscatels, seeded	MUSCATELS
8405	821	1	1/3 cup (80ml) dark rum	RUM
8406	821	1	1 loaf (about 400g) brioche, cut into 1.5cm-thick slices, halved	LOAF BRIOCHE
8407	821	1	60g butter, softened	BUTTER
8408	821	1	1/4 cup (90g) orange marmalade	MARMALADE, ORANGE
8409	821	1	2 1/2 cups (625ml) milk	MILK
8410	821	1	300ml thickened cream	THICKENED CREAM
8411	821	1	4 eggs, lightly whisked	EGG
8412	821	1	1/2 cup (100g) brown sugar	BROWN SUGAR
8413	821	1	1 teaspoon vanilla bean paste	VANILLA BEAN
8414	821	1	1/2 cup (100g) caster sugar	SUGAR
8415	822	1	500g flat mushrooms, quartered	MUSHROOM
8416	822	1	200g Swiss brown mushrooms, ends trimmed	MUSHROOM, SWIS
8417	822	1	150g oyster mushrooms, halved	OYSTER
8418	822	1	Olive oil spray	OIL SPRAY, OLIVE O
8419	822	1	2 bunches asparagus, woody ends trimmed, halved lengthways	ASPARAGUS
8420	822	1	1 1/2 tablespoons red wine vinegar	WINE VINEGAR, RED 
8421	822	1	1 tablespoon olive oil	OLIVE OIL
8422	822	1	1 garlic clove, crushed	CLOVE, GARLIC
8423	822	1	1/2 teaspoon caster sugar	SUGAR
8424	822	1	1 small red onion, cut into thin wedges	ONION
8425	822	1	100g baby rocket leaves	ROCKET
8426	822	1	2 tablespoons chopped fresh chives	CHIVE
8427	823	1	Olive oil, to grease	OLIVE OIL
8428	823	1	8 sheets filo pastry	FILO PASTRY
8429	823	1	1 x 175g pkt shortcut bacon rashers (Primo brand)	BACON
8430	823	1	40g butter	BUTTER
8431	823	1	1 red onion, halved, each half cut into 1cm-thick wedges	ONION
8432	823	1	1 garlic clove, crushed	CLOVE, GARLIC
8433	823	1	300g button mushrooms, large ones cut in half	MUSHROOM
8434	823	1	200g Swiss brown mushrooms, halved	MUSHROOM, SWIS
8435	823	1	2 tablespoons chopped fresh chives	CHIVE
8436	823	1	Salt & freshly ground black pepper	BLACK PEPPER
8437	823	1	125g (1/2 cup) sour cream	SOUR CREAM
8438	823	1	3 teaspoons horseradish cream	CREAM, HORSERADISH
8439	823	1	Baby rocket leaves, to serve	ROCKET
8440	824	1	1 1/2 tablespoons olive oil	OLIVE OIL
8441	824	1	450g mixed mushrooms (cup, Swiss brown, shiitake & oyster)	SWIS, MUSHROOM
8442	824	1	1 litre Campbell's Real Stock Beef	BEEF
8443	824	1	20g butter	BUTTER
8444	824	1	1 onion, chopped	ONION
8445	824	1	2 garlic cloves, crushed	GARLIC
8446	824	1	2 cups (440g) SunRice Arborio Risotto Rice	RICE
8447	824	1	1 bunch baby bok choy, leaves separated	BOK CHOY
8448	824	1	Salt & freshly ground pepper	PEPPER, SALT
8449	825	1	2 teaspoons vegetable oil	VEGETABLE OIL
8450	825	1	160g button mushrooms, thinly sliced	MUSHROOM
8451	825	1	4 eggs, lightly whisked	EGG
8452	825	1	1 tablespoon light cream cheese (Philadelphia brand)	CREAM CHEESE
8453	825	1	12 fresh continental parsley leaves, to garnish	PARSLEY
8454	825	1	Salt & freshly ground black pepper	BLACK PEPPER
8455	826	1	1/4 cup (60ml) extra virgin olive oil, plus extra to drizzle	OLIVE OIL
8456	826	1	2 red onions, finely sliced	ONION
8457	826	1	1 tablespoon balsamic vinegar	BALSAMIC VINEGAR
8458	826	1	4 large field mushrooms, stalks removed	MUSHROOM
8459	826	1	1/2 cup chopped sundried tomatoes in oil	TOMATOES
8460	826	1	100g soft goats' cheese, cut into 4 slices (or crumbled)	CHEESE
8461	826	1	4 thin slices prosciutto, cut into 4cm-long pieces	PROSCIUTTO
8462	826	1	4 round woodfired rolls	ROLL
8463	826	1	Wild rocket leaves, to serve	ROCKET
8464	827	1	1 medium onion, roughly diced	ONION
8465	827	1	2 tablespoons finely diced garlic	GARLIC
8466	827	1	800g (5 cups) portabella mushrooms, roughly diced	PORTABELLA MUSHROO
8467	827	1	1 teaspoon fresh or dried thyme, finely chopped	THYME
8468	827	1	4 baby carrots, roughly diced	CARROT
8469	827	1	1/2 cup red wine	RED WINE
8470	827	1	2 cups vegetable stock	VEGETABLE STOCK
8471	827	1	2 teaspoons cornflour	CORNFLOUR
8472	827	1	1 x 400g can lentils, drained and rinsed	LENTIL
8473	827	1	2 sheets ready-made frozen puff pastry	PUFF PASTRY
8474	827	1	1 egg, lightly beaten	EGG
8475	827	1	80g or 4 tablespoons butter	BUTTER
8476	827	1	1 tablespoon roughly chopped fresh sage leaves	SAGE
8477	828	1	Olive oil, to grease	OLIVE OIL
8478	828	1	1 tablespoon olive oil	OLIVE OIL
8479	828	1	300g cap mushrooms, coarsely chopped	MUSHROOM
8480	828	1	2 garlic cloves, crushed	GARLIC
8481	828	1	1 x 415g can nutmeat (Sanitarium brand)	NUTMEAT
8482	828	1	3 eggs	EGG
8483	828	1	30g (1/3 cup) dried (packaged) breadcrumbs	BREADCRUMB
8484	828	1	1/3 cup coarsely chopped fresh continental parsley	PARSLEY
8485	828	1	Salt & freshly ground black pepper	BLACK PEPPER
8486	828	1	125ml (1/2 cup) tomato chutney with red pepper (Baxters brand)	RED PEPPER
8487	828	1	Peas, cooked and mashed, to serve	PEAS COOKED
8488	829	1	1/3 cup (80ml) olive oil, plus extra to drizzle	OLIVE OIL
8489	829	1	100g Swiss brown, chestnut or portobello mushrooms, finely chopped	CHESTNUT
8490	829	1	1/2 small onion, finely chopped	ONION
8491	829	1	3 large garlic cloves, finely chopped	GARLIC
8492	829	1	1 good-quality pork sausage, casing removed	SAUSAGE, PORK
8493	829	1	3 sage leaves, finely chopped	SAGE
8494	829	1	1/4 cup finely chopped flat-leaf parsley	PARSLEY
8495	829	1	1/4 cup (35g) macadamia nuts, chopped	MACADAMIA NUT
8496	829	1	2/3 cup (50g) fresh breadcrumbs	BREADCRUMB
8497	829	1	2 x 500g (size 5) spatchcocks (see notes)	SPATCHCOCKS
8498	829	1	2 thyme sprigs, leaves picked, plus extra leaves to sprinkle	THYME
8499	829	1	800g chat potatoes	POTATOE
8500	829	1	1 tablespoon truffle oil (see notes) or olive oil, plus extra to taste	OLIVE OIL
8501	829	1	1 eschalot, finely chopped	ESCHALOT
8502	829	1	1 cup (250ml) Campbell's Real Stock Chicken	CHICKEN
8503	829	1	1/2 cup (125ml) pure (thin) cream	CREAM
8504	830	1	125g (1/2 cup) sour cream	SOUR CREAM
8505	830	1	1 1/2 tablespoons wholegrain mustard	WHOLEGRAIN MUSTARD
8506	830	1	2 tablespoons water	WATER
8507	830	1	1 1/2 tablespoons olive oil	OLIVE OIL
8508	830	1	2 red onions, halved, thinly sliced	ONION
8509	830	1	4 (about 450g) beef schnitzels	BEEF
8510	830	1	350g cup mushrooms, thinly sliced	MUSHROOM
8511	830	1	8 crusty bread slices	BREAD
8512	830	1	1/2 garlic clove, peeled	CLOVE, GARLIC
8513	830	1	Watercress sprigs, to serve	WATERCRES
8514	830	1	Hot chips, to serve	HOT CHIPS
8515	831	1	30g unsalted butter	UNSALTED BUTTER
8516	831	1	200g Swiss brown mushrooms, thickly sliced	MUSHROOM, SWIS
8517	831	1	2 vine-ripened tomatoes, cut into wedges	TOMATOES
8518	831	1	4 eggs	EGG
8519	831	1	75g mature cheddar, coarsely grated	CHEDDAR
8520	831	1	1/2 cup flat-leaf parsley leaves	PARSLEY
8521	832	1	1 1/2 tablespoons olive oil	OLIVE OIL
8522	832	1	1 small brown onion, finely chopped	ONION
8523	832	1	2 garlic cloves, crushed	GARLIC
8524	832	1	1 rasher gluten-free rindless middle bacon, chopped	BACON
8525	832	1	100g button mushrooms, sliced	MUSHROOM
8526	832	1	2/3 cup SunRice Arborio Risotto Rice	RICE
8527	832	1	2 tablespoons finely grated parmesan cheese	PARMESAN CHEESE
8528	832	1	1 egg, lightly beaten	EGG
8529	832	1	2/3 cup polenta	POLENTA
8530	832	1	Salad leaves, to serve	SALAD LEAVES
8531	833	1	1 tablespoon olive oil	OLIVE OIL
8532	833	1	1 small red onion, finely diced	ONION
8533	833	1	2 cloves garlic, crushed	GARLIC
8534	833	1	400g button mushrooms, halved	MUSHROOM
8535	833	1	1 bunch broccollini, trimmed and chopped	BUNCH BROCCOLLINI
8536	833	1	2 eggs	EGG
8537	833	1	4 egg whites	EGG
8538	833	1	Salt & freshly ground black pepper	BLACK PEPPER
8539	833	1	1/3 cup grated reduced fat cheddar cheese	CHEDDAR CHEESE
8540	833	1	2 tablespoons grated parmesan cheese	PARMESAN CHEESE
8541	833	1	Baby salad leaves, to serve	BABY SALAD LEAVES
8542	834	1	20g (1 tablespoon) butter	BUTTER
8543	834	1	2 tablespoons olive oil	OLIVE OIL
8544	834	1	2 red onions, halved, thinly sliced	ONION
8545	834	1	50g (1/4 cup) drained capers	CAPER
8546	834	1	400g cup mushrooms, thinly sliced	MUSHROOM
8547	834	1	3/4 cup fresh continental parsley leaves, roughly chopped	PARSLEY
8548	834	1	300g spaghetti	SPAGHETTI
8549	834	1	70g (2/3 cup) finely grated parmesan	PARMESAN
8550	834	1	Salt & freshly ground black pepper	BLACK PEPPER
8551	834	1	Crusty bread, to serve	BREAD
8552	835	1	4 slices wholemeal bread	BREAD
8553	835	1	20g baby spinach	SPINACH
8554	835	1	50g small button mushrooms, thinly sliced	MUSHROOM
8555	835	1	1 tablespoon fruit chutney	CHUTNEY, FRUIT
8556	835	1	50g tasty cheese, grated	CHEESE
8557	835	1	olive oil cooking spray	OLIVE OIL
8558	835	1	crinkle-cut chips, to serve	CRINKLE-CUT CHIPS
8559	836	1	2 medium eggplants, cubed	EGGPLANT
8560	836	1	1/4 cup olive oil	OLIVE OIL
8561	836	1	2 medium onions, finely sliced	ONION
8562	836	1	1 red capsicum, seeded, finely sliced	CAPSICUM
8563	836	1	3 garlic cloves, crushed	GARLIC
8564	836	1	1 teaspoon ground cumin	CUMIN
8565	836	1	1/2 teaspoon paprika	PAPRIKA
8566	836	1	1 small red chilli, seeded, finely chopped	CHILLI
8567	836	1	200g button mushrooms, sliced	MUSHROOM
8568	836	1	1/3 cup water	WATER
8569	836	1	1/4 cup unhulled tahini	TAHINI
8570	836	1	Juice of 1 lemon	LEMON, JUICE
8571	836	1	2 tablespoons fresh dill, chopped	DILL
8572	836	1	1/2 cup fresh parsley, chopped	PARSLEY
8573	836	1	Salt, to taste	SALT
8574	837	1	2 tablespoons olive oil	OLIVE OIL
8575	837	1	200g cup mushrooms, sliced	MUSHROOM
8576	837	1	1 lemon, rind finely grated	LEMON
8577	837	1	1 x 300g focaccia bread, halved, split	BREAD, FOCACCIA
8578	837	1	1 garlic clove, crushed	CLOVE, GARLIC
8579	837	1	60g mixed salad leaves	MIXED SALAD LEAVES
8580	837	1	60g Lemnos Full Cream Fetta, crumbled	FETTA, CREAM
8581	838	1	1 tablespoon olive oil	OLIVE OIL
8582	838	1	300g small button mushrooms, quartered	MUSHROOM
8583	838	1	125g haloumi cheese, chopped	CHEESE
8584	838	1	1 teaspoon fresh thyme leaves	THYME
8585	838	1	1 teaspoon balsamic	BALSAMIC
8586	838	1	8 slices crusty Italian bread	ITALIAN BREAD
8587	838	1	2 cloves garlic, halved	GARLIC
8588	838	1	extra virgin olive oil, to drizzle	OLIVE OIL
8589	839	1	400g thin spaghetti	SPAGHETTI
8590	839	1	1 tablespoon olive oil	OLIVE OIL
8591	839	1	250g button mushrooms, sliced	MUSHROOM
8592	839	1	1/3 cup (80ml) thickened cream	THICKENED CREAM
8593	839	1	3 eggs	EGG
8594	839	1	250g sliced ham, cut into thin strips	HAM
8595	839	1	1/2 cup (45g) shredded parmesan	PARMESAN
8596	839	1	2 tablespoons chopped fresh continental parsley	PARSLEY
8597	839	1	Salt & freshly ground pepper	PEPPER, SALT
8598	840	1	485g pkt Thick Spaghetti pasta	PASTA, SPAGHETTI
8599	840	1	1 tablespoon olive oil	OLIVE OIL
8600	840	1	500g button mushrooms, quartered	MUSHROOM
8601	840	1	250ml (1 cup) thickened cream	THICKENED CREAM
8602	840	1	1 tablespoon finely grated lemon rind	LEMON
8603	840	1	80ml (1/3 cup) fresh lemon juice	LEMON JUICE
8604	841	1	1 brown onion, peeled,  coarsely chopped	ONION
8605	841	1	1 carrot, peeled, coarsely chopped	CARROT
8606	841	1	1 celery stick, coarsely chopped	CELERY
8607	841	1	2 garlic cloves, halved	GARLIC
8608	841	1	2 1/2 tbs extra virgin olive oil	OLIVE OIL
8609	841	1	2 fresh or dried bay leaves	BAY LEAVE
8610	841	1	4 large (about 385g) field mushrooms	MUSHROOM
8611	841	1	200g (1 cup) French green lentils	GREEN
8612	841	1	410g can Ardmona Rich  & Thick Tomatoes & Paste	TOMATOES
8613	841	1	375ml (1 1/2 cups) vegetable stock	VEGETABLE STOCK
8614	841	1	400g btl tomato pasta sauce	PASTA SAUCE
8615	841	1	375g pkt dried wholemeal spaghetti	SPAGHETTI
8616	841	1	Finely grated pecorino, (or vegetarian hard cheese) to serve	FINELY GRATED PECO
8617	841	1	Chopped fresh continental parsley leaves, to serve	PARSLEY
8618	842	1	1 x 400g can lentils, rinsed, drained	LENTIL
8619	842	1	2 garlic cloves, crushed	GARLIC
8620	842	1	380g mushroom cups, coarsely chopped	MUSHROOM
8621	842	1	30g (1/3 cup) dried (packaged) breadcrumbs	BREADCRUMB
8622	842	1	2 eggs, lightly whisked	EGG
8623	842	1	2 egg whites	EGG
8624	842	1	Salt & freshly ground black pepper	BLACK PEPPER
8625	842	1	1  1/2 tablespoons olive oil	OLIVE OIL
8626	842	1	1 large (about 160g) brown onion, thinly sliced into rings	ONION
8627	842	1	4 soft soy-linseed bread rolls, split in half, buttered	BREAD
8628	842	1	40g salad	SALAD
8629	843	1	40g butter	BUTTER
8630	843	1	200g button mushrooms, sliced	MUSHROOM
8631	843	1	1 garlic clove, crushed	CLOVE, GARLIC
8632	843	1	2 teaspoons finely chopped fresh tarragon	TARRAGON
8633	843	1	2 tablespoons finely chopped fresh flat-leaf parsley leaves	PARSLEY
8634	843	1	1 teaspoon finely grated lemon rind	LEMON
8635	843	1	4 eggs	EGG
8636	843	1	50g fresh ricotta, crumbled	RICOTTA
8637	844	1	1 1/2 cups (310g) baker's flour (00 flour - see note)	FLOUR
8638	844	1	2 teaspoons (7g/1 sachet) dry yeast	DRY YEAST
8639	844	1	1 teaspoon caster sugar	SUGAR
8640	844	1	1 teaspoon salt	SALT
8641	844	1	150ml lukewarm water	WATER
8642	844	1	1/3 cup (80ml) extra virgin olive oil	OLIVE OIL
8643	844	1	1 cup (250ml) red wine	RED WINE
8644	844	1	1 red onion, halved, cut into thin wedges	ONION
8645	844	1	15 slices (65g) sopressa (see note)	SLICES SOPRESSA
8646	844	1	250g cup mushrooms, cut into 1cm-thick slices	MUSHROOM
8647	844	1	100g fontina cheese, cut into 1.5cm cubes	CHEESE
8648	844	1	1/4 cup oregano leaves	OREGANO
8649	844	1	1 cup (25g) wild rocket, to serve	ROCKET
8650	845	1	400g Barilla dried spaghetti pasta	PASTA, SPAGHETTI
8651	845	1	1/4 cup olive oil	OLIVE OIL
8652	845	1	400g cup mushrooms, chopped	MUSHROOM
8653	845	1	8 slices (75g) pancetta, chopped	PANCETTA
8654	845	1	3 eggs	EGG
8655	845	1	1/4 cup flat-leaf parsley leaves, chopped	PARSLEY
8656	845	1	50g parmesan cheese, finely grated	PARMESAN CHEESE
8657	846	1	1 quantity gluten-free pizza dough (see related recipe)	PIZZA
8658	846	1	1 1/2 tablespoons olive oil	OLIVE OIL
8659	846	1	1/2 cup Coon or Mil Lel pizza cheese	PIZZA CHEESE
8660	846	1	200g mixed mushrooms (we used Swiss brown, enoki and shiitake), halved	SWIS, MUSHROOM
8661	846	1	80g baby rocket	ROCKET
8662	846	1	1/4 cup Mil Lel shaved parmesan cheese or vegetarian hard cheese	PARMESAN CHEESE
8663	847	1	1/2 cup pine nuts	PINE NUT
8664	847	1	1/4 cup extra virgin olive oil	OLIVE OIL
8665	847	1	2 tablespoons balsamic vinegar	BALSAMIC VINEGAR
8666	847	1	3 teaspoons wholegrain mustard	WHOLEGRAIN MUSTARD
8667	847	1	500g button mushrooms, thinly sliced	MUSHROOM
8668	847	1	2 tablespoons chopped chives	CHIVE
8669	847	1	150g mixed baby Asian salad greens	GREEN
8670	847	1	100g piece parmesan, shaved	PARMESAN
8671	847	1	crusty bread, to serve	BREAD
8672	848	1	20g dried porcini mushrooms, broken into pieces	MUSHROOM
8673	848	1	1/2 cup (125ml) olive oil	OLIVE OIL
8674	848	1	30g unsalted butter	UNSALTED BUTTER
8675	848	1	400g Swiss brown mushrooms, sliced	MUSHROOM, SWIS
8676	848	1	150g bacon, chopped	BACON
8677	848	1	1 leek, finely chopped	LEEK
8678	848	1	2 garlic cloves, finely chopped	GARLIC
8679	848	1	400g can chopped tomatoes	TOMATOES
8680	848	1	1L (4 cups) chicken stock	CHICKEN
8681	848	1	300g desiree potatoes, sliced	POTATOE
8682	848	1	150g sourdough bread	SOURDOUGH BREAD
8683	848	1	1/2 bunch dill, sprigs chopped	DILL
8684	848	1	1 Lebanese cucumber, thinly sliced into long ribbons, sliced into long matchsticks	CUCUMBER
8685	848	1	1 tsp white wine vinegar	WINE VINEGAR, WHIT
8686	848	1	1/2 tsp caster sugar	SUGAR
8687	849	1	2 sheets frozen shortcrust pastry, thawed	SHORTCRUST PASTRY
8688	849	1	1 tablespoon olive oil	OLIVE OIL
8689	849	1	50g butter	BUTTER
8690	849	1	1 onion, finely chopped	ONION
8691	849	1	2 cloves garlic, crushed	GARLIC
8692	849	1	200g button mushrooms, thickly sliced	MUSHROOM
8693	849	1	200g Swiss brown mushrooms, thickly sliced	MUSHROOM, SWIS
8694	849	1	1/2 cup flat-leaf parsley, finely chopped	PARSLEY
8695	849	1	2 eggs, plus 1 extra, lightly beaten, for eggwash	EGG
8696	849	1	25g (1/3 cup) finely grated parmesan	PARMESAN
8697	849	1	250ml (1 cup) pouring cream	CREAM
8698	849	1	240g (1 cup) firm fresh ricotta (see note)	RICOTTA
8699	849	1	Watercress and pear salad (optional), to serve	PEAR
8700	850	1	15g dried porcini mushrooms	MUSHROOM
8701	850	1	125ml (1/2 cup) boiling water	WATER
8702	850	1	200g spinach leaves, stalks removed, washed	SPINACH
8703	850	1	500g flat mushrooms (or Vitamin D mushrooms)	MUSHROOM
8704	850	1	2 tbs olive oil	OLIVE OIL
8705	850	1	200g Swiss brown mushrooms, sliced	MUSHROOM, SWIS
8706	850	1	1 brown onion, finely diced	ONION
8707	850	1	2 garlic cloves, finely chopped	GARLIC
8708	850	1	375ml (1 1/2 cups) passata	PASSATA
8709	850	1	1 tbs fresh oregano leaves	OREGANO
8710	850	1	400g (2 cups) fresh reduced-fat ricotta	RICOTTA
8711	850	1	2 eggs	EGG
8712	850	1	40g (1/2 cup) finely grated parmesan or vegetarian hard cheese	CHEESE, PARMESAN
8713	850	1	250g fresh lasagne sheets	LASAGNE SHEETS
8714	851	1	2 cups Campbell's Real Stock Vegetable	CAMPBELL'S REAL ST
8715	851	1	1 tablespoon olive oil	OLIVE OIL
8716	851	1	1 brown onion, finely chopped	ONION
8717	851	1	2 garlic cloves, crushed	GARLIC
8718	851	1	120g button mushrooms, thinly sliced	MUSHROOM
8719	851	1	120g Swiss brown mushrooms, sliced (see note)	MUSHROOM, SWIS
8720	851	1	2 cups SunRice Arborio Risotto Rice	RICE
8721	851	1	80g baby spinach	SPINACH
8722	851	1	1/2 cup finely grated parmesan cheese	PARMESAN CHEESE
8723	852	1	1 litre salt-reduced chicken stock	CHICKEN
8724	852	1	1 1/2 tablespoons olive oil	OLIVE OIL
8725	852	1	1 medium brown onion, finely chopped	ONION
8726	852	1	250g button mushrooms, sliced	MUSHROOM
